kanji,meaning
珍,anormal
賃,salario
賃,sueldo
賃,tarifa
賃,cuota
鎮,tranquilo
鎮,calmado
鎮,tranquilizarse
鎮,calmarse
鎮,tranquilizar
鎮,calmar
陳,exhibir
陳,exponer
陳,desplegar
陳,"ser viejo"
津,puerto
津,transbordador
津,desbordado
津,inundado
墜,caer
墜,"dejar caer"
墜,perder
椎,roble
椎,mazo
追,perseguir
追,ahuyentar
追,expulsar
追,desterrar
追,despedir
痛,dolor
痛,daño
痛,herida
痛,doloroso
痛,herirse
痛,herir
通,atravesar
通,traspasar
通,"hacer saber"
通,pasar
通,"ir y venir"
塚,altozano
塚,montículo
槻,"árbol zelkova"
漬,remojar
漬,empapar
漬,encurtir
辻,cruce
辻,"cruce de carreteras"
蔦,vid
蔦,hiedra
綴,composición
綴,encuadernación
綴,ortografía
綴,deletreo
綴,componer
綴,escribir
綴,encuadernar
椿,camelia
椿,"acontecimiento inesperado"
椿,imprevisto
坪,"unidad de superficie"
坪,"área de dos tatami (36 pies cuadrados)"
壷,jarra
壷,tarro
壷,pote
壷,"lugar profundo"
紬,"prenda tejida de seda"
爪,uña
爪,garra
爪,zarpa
釣,"pescar con caña"
釣,colgar
釣,"cambio (dinero)"
鶴,grulla
鶴,cigüeña
亭,restaurante
亭,parador
低,bajo
低,barato
低,humilde
低,pequeño
低,bajar
低,"ser bajado"
停,parada
停,interrupción
偵,espiar
偵,inquirir
貞,recto
貞,justo
貞,constante
貞,casto
呈,obsequiar
呈,ofrecer
呈,mostrar
堤,dique
堤,malecón
堤,terraplén
堤,escollo
定,determinar
定,establecer
定,decidir
帝,soberano
帝,emperador
底,fondo
底,suelo
底,"parte más baja"
底,base
庭,patio
庭,jardín
廷,tribunales
廷,"oficina pública"
弟,"hermano menor"
悌,"servir a los mayores"
抵,resistir
抵,"ir contra"
抵,chocar
抵,"casi igual"
提,"llevar en la mano"
提,proponer
提,"ayuda mutua"
提,tomar
梯,escala
梯,escalera
梯,peldaño
梯,guía
汀,orilla
禎,felicidad
禎,enhorabuena
程,grado
程,extensión
程,distancia
程,ley
程,límites
程,limite
締,abrochar
締,apretar
締,atar
締,amarrar
締,liar
艇,"bote de remos"
艇,"bote pequeño"
訂,corregir
訂,revisar
逓,"por turnos"
逓,alternativamente
逓,relevo
邸,residencia
邸,mansión
釘,clavo
釘,clavija
釘,tachuela
泥,barro
泥,fango
泥,cieno
泥,"estar preocupado por"
摘,señalar
摘,revelar
摘,coger
摘,pellizcar
敵,enemigo
敵,oponente
敵,adversario
敵,rival
滴,gota
滴,goteo
滴,"contador para gotas"
滴,gotear
的,objetivo
的,propósito
的,"sufijo para formar adjetivos"
笛,flauta
適,adecuado
適,apropiado
適,adaptarse
溺,ahogo
溺,éxtasis
溺,entusiasmo
溺,satisfacción
溺,ahogarse
溺,entusiasmarse
溺,"estar en éxtasis"
溺,"darse el gusto de"
哲,sabio
哲,sagaz
哲,filosofía
徹,penetrar
徹,atravesar
徹,"estar en vela"
撤,quitar
撤,retirar
撤,desmantelar
迭,"por turno"
迭,alternancia
鉄,hierro
鉄,acero
典,escrito
典,ceremonia
典,ley
典,regla
天,paraíso
天,cielo
天,imperial
展,desplegar
展,expandir
展,exhibir
店,tienda
店,establecimiento
添,anexo
添,añadidura
添,adición
添,añadir
添,anexar
貼,pegar
貼,engomar
貼,aplicar
転,cambiar
転,girar
転,rodar
転,caerse
転,tropezar
転,"dar vueltas"
転,volcarse
転,caer
点,punto
点,marca
伝,transmitir
伝,tradición
伝,"ser transmitido"
伝,comunicar
伝,seguir
殿,"edificio impresionante"
殿,Sr.
殿,Sra.
田,"campo de arroz"
田,arrozal
電,electricidad
電,eléctrico
兎,conejo
兎,liebre
吐,escupir
吐,vomitar
塗,pintar
塗,embadurnar
塗,untar
塗,laquear
塗,recubrir
徒,caminar
徒,inútil
徒,compañero
斗,"medida de capacidad"
斗,"cazo de sake"
杜,bosque
杜,arboleda
杜,bloquear
杜,cerrar
渡,vadear
渡,cruzar
渡,pasar
渡,emigrar
渡,entregar
登,ascensión
登,escalada
登,subir
登,ascender
登,escalar
賭,apuesta
賭,apostar
途,ruta
途,camino
途,carretera
都,metrópoli
都,capital
努,esfuerzo
努,esforzarse
努,"hacer un esfuerzo"
度,grado
度,vez
度,veces
土,suelo
土,tierra
土,Turquía
奴,esclavo
奴,criado
奴,siervo
奴,individuo
奴,desprecio
奴,insulto
怒,enojo
怒,enfado
怒,enojarse
怒,enfadarse
倒,caida
倒,derribo
倒,derrocar
倒,"hacer caer"
倒,derribar
倒,caer
倒,caerse
党,partido
党,facción
冬,invierno
凍,helado
凍,congelado
凍,helar
凍,congelarse
凍,helarse
凍,entumecerse
刀,espada
唐,"Tang (antigua dinastía china)"
唐,China
塔,pagoda
塔,torre
塔,capitel
島,isla
悼,lamentar
悼,afligirse
悼,condolerse
投,lanzar
投,arrojar
搭,embarcar
搭,"subir a"
搭,"cargar sobre"
東,Este
桃,melocotonero
桃,melocotón
棟,"alero de tejado"
盗,robo
盗,robar
盗,ratear
盗,sisar
湯,"agua caliente"
湯,"fuente termal"
灯,lámpara
灯,luz
灯,"contador para luces"
当,acertar
当,realizarse
当,tocar
当,ganar
当,adivinar
痘,viruela
等,clase
等,calidad
等,"igual que"
等,igual
等,etcétera
答,solución
答,respuesta
答,contestar
答,responder
筒,cilindro
筒,tubo
糖,azúcar
糖,edulcorante
統,continuado
統,relacionado
統,control
統,controlar
統,supervisar
到,llegar
到,alcanzar
到,lograr
藤,"glicina (planta)"
討,disparar
討,atacar
討,asaltar
討,investigar
討,vengar
謄,transcribir
謄,copiar
豆,legumbres
豆,habichuelas
豆,"prefijo diminutivo"
踏,pisar
踏,pisotear
逃,escape
逃,huida
逃,fuga
逃,"dejar escapar"
逃,escapar
逃,"dejar huir"
逃,huir
逃,fugarse
透,permear
透,penetrar
透,filtrar
陶,alfarería
陶,porcelana
陶,diversión
頭,cabeza
頭,principio
頭,delantera
騰,ascender
騰,levantar
闘,pelear
闘,luchar
闘,combatir
働,trabajo
働,trabajar
働,funcionar
働,afectar
動,mover
動,movimiento
動,moverse
動,trasladar
同,mismo
同,igual
同,compañero
同,idéntico
同,similar
堂,templo
堂,salón
堂,vestíbulo
導,guía
導,enseñanza
導,conductor
導,guiar
導,"ser guiado"
憧,añorar
憧,anhelar
憧,"suspirar por"
憧,"aspirar a"
憧,admirar
憧,adorar
洞,cavidad
洞,hueco
洞,excavación
洞,prever
瞳,pupila
童,niño
童,chiquillo
胴,"tronco (cuerpo)"
胴,torso
道,camino
道,razón
道,modo
道,decir
道,senda
道,método
銅,cobre
峠,"puerto de montaña"
峠,desfiladero
峠,esplendor
峠,crisis
匿,escondite
匿,escondrijo
匿,refugio
得,ventaja
得,beneficio
得,provecho
得,conseguir
得,obtener
徳,benevolencia
徳,virtud
徳,moralidad
徳,beneficioso
徳,rentable
特,especial
督,supervisar
督,controlar
督,ordenar
督,instruir
督,impulsar
篤,sincero
篤,serio
篤,genuino
篤,"grave (enfermedad)"
毒,veneno
毒,venenoso
独,único
独,sólo
独,Alemania
読,leer
栃,"castaño de indias"
凸,convexo
凸,desigual
突,súbito
突,repentino
突,empuje
突,colisión
突,empujar
突,impulsar
突,impeler
届,alcanzar
届,entregar
届,enviar
届,llegar
届,informar
届,notificar
寅,"signo del tigre"
寅,"tercer signo de zodíaco"
酉,"signo del pájaro"
酉,"doceavo signo del zodiaco"
屯,barraca
屯,campamento
屯,"cuartel de policía"
惇,sincero
惇,amable
惇,considerado
敦,bondad
敦,benevolencia
豚,cochino
豚,cerdo
頓,"de pronto"
頓,"de repente"
頓,"de una vez"
頓,preparar
頓,arreglar
頓,ordenar
頓,recoger
頓,"bajar la cabeza"
呑,beber
呑,tragar
呑,menospreciar
呑,subestimar
曇,nublado
曇,nublarse
鈍,torpe
鈍,pesado
鈍,embotado
鈍,obtuso
鈍,embotarse
鈍,atascarse
奈,Nara
奈,"¿que tal?"
奈,"¿por qué?"
那,abundante
那,¿qué?
内,interior
内,"dentro de"
内,privado
凪,calmado
凪,tranquilo
謎,adivinanza
謎,acertijo
謎,enigma
謎,rompecabezas
灘,altamar
灘,"mar abierto"
捺,presionar
捺,imprimir
捺,sellar
鍋,cazuela
鍋,cacerola
鍋,"fondo (cazuela)"
鍋,"continuación de una mala situación"
縄,"cuerda de paja"
縄,cordón
縄,soga
南,Sur
楠,"árbol de alcanfor"
軟,suave
軟,flojo
軟,débil
難,desastre
難,dificultad
難,sufrimiento
難,"ataque al punto débil"
難,difícil
難,imposible
二,dos
二,2
尼,"monja budista"
尼,monja
弐,"dos (para documentos legales)"
匂,oler
匂,fragante
匂,oloroso
匂,brillante
賑,prosperidad
賑,florecimiento
賑,bullicio
賑,prosperar
賑,florecer
賑,bullicioso
肉,carne
虹,"arco iris"
廿,veinte
廿,"veinte años"
日,día
日,solar
日,Japón
日,sol
日,"rayo de sol"
乳,leche
乳,pecho
入,entrar
入,insertar
入,admitir
入,introducir
入,meter
如,análogo
如,parecido
如,"tal como"
如,"igual a"
如,obedecer
尿,orina
任,responsabilidad
任,deber
任,"confiar a"
任,"dejar a cargo de"
妊,concepción
妊,embarazo
忍,resistencia
忍,aguante
忍,oculto
忍,escondido
忍,resistir
忍,aguantar
忍,soportar
忍,ocultarse
忍,esconderse
忍,"ir a hurtadillas"
認,reconocer
認,admitir
認,consentir
寧,pacífico
寧,tranquilo
寧,bondadoso
猫,gato
熱,calor
熱,fiebre
熱,pasión
熱,caliente
年,año
年,edad
念,deseo
念,pensamiento
念,sentimiento
燃,quemar
燃,quemarse
燃,arder
粘,perseverancia
粘,tenacidad
粘,pegajoso
粘,perseverar
粘,"ser tenaz"
粘,"ser pegajoso"
乃,"de (partícula posesiva)"
乃,tú
乃,"qué hora"
之,esto
之,"de (partícula posesiva)"
悩,preocupación
悩,pena
悩,sufrimiento
悩,angustia
悩,"estar preocupado"
悩,"sentir pena"
悩,sufrir
悩,angustiarse
濃,concentrado
濃,espeso
濃,tupido
濃,oscuro
濃,profundo
納,pagar
納,proveer
納,suministrar
納,entregar
納,finalizar
納,concluir
能,habilidad
能,talento
能,capacidad
能,aptitud
能,"teatro japonés"
脳,cerebro
脳,sesos
脳,intelecto
農,agricultura
農,granjero
巴,remolino
把,llevar
把,coger
把,comprender
把,haz
把,manojo
把,racimo
把,"contador de racimos"
播,siembra
播,propagación
播,difusión
播,sembrar
播,propagar
播,diseminar
覇,hegemonía
覇,supremacía
覇,liderazgo
波,onda
波,ola
波,Polonia
派,grupo
派,división
派,rama
派,enviar
派,mandar
琶,laúd
破,dañar
破,romper
破,rasgar
破,derrotar
破,completar
破,especial
破,desgarrar
破,desgarrarse
破,desgastarse
婆,anciana
婆,abuela
芭,plátano
芭,banana
馬,caballo
俳,haiku
俳,actor
俳,intérprete
廃,obsoleto
廃,descarte
廃,abandono
廃,descartar
廃,desechar
廃,"ser obsoleto"
廃,"ser desechado"
拝,culto
拝,adoración
拝,adorar
拝,implorar
拝,suplicar
排,repudiar
排,excluir
排,expulsar
排,rechazar
敗,fallo
敗,derrota
敗,fracaso
敗,"ser derrotado"
敗,"ser vencido"
敗,fracasar
杯,copa
杯,vaso
杯,taza
杯,"contador de tazas"
杯,"contador de pulpos/calamares"
背,espalda
背,detrás
背,estatura
背,desobedecer
背,infringir
背,rebelarse
肺,pulmones
輩,camarada
輩,compañero
輩,colega
輩,sucesivamente
配,distribuir
配,racionar
倍,doble
倍,veces
培,cultivo
培,fomento
培,cultivar
培,fomentar
媒,mediación
媒,mediador
媒,intermediario
媒,casamentero
梅,ciruela
梅,ciruelo
買,comprar
売,vender
売,ensanchar
売,propagar
売,"ser vendido"
賠,compensación
賠,indemnización
陪,seguir
陪,acompañar
陪,seguidor
陪,compañero
蝿,mosca
萩,trébol
伯,jefe
伯,conde
伯,"hermano mayor"
伯,Brasil
博,amplio
博,abundante
拍,aplaudir
拍,"batir palmas"
拍,"marcar el ritmo (música)"
泊,detenerse
泊,alojarse
泊,simple
泊,sencillo
泊,"pasar la noche"
泊,hospedar
泊,alojar
白,blanco
舶,transatlántico
舶,barco
薄,pálido
薄,fino
薄,delgado
薄,diluirse
薄,debilitarse
薄,diluir
薄,aclarar
薄,palidecer
薄,desvanecerse
迫,estrechar
迫,acercarse
迫,atormentar
迫,acosar
迫,presionar
漠,vago
漠,incierto
漠,vacío
漠,desierto
爆,estallar
爆,reventar
爆,explotar
縛,atar
縛,amarrar
縛,arrestar
縛,refrenar
縛,contener
麦,cebada
麦,trigo
函,caja
箱,caja
箱,cofre
箸,"palillos (para comer o cocinar)"
肇,comienzo
肇,apertura
幡,bandera
幡,estandarte
幡,ondear
肌,textura
肌,piel
肌,cuero
肌,cutis
畑,campo
畑,"campo de arroz"
畠,campo
畠,jardín
八,ocho
八,8
鉢,tazón
鉢,escudilla
鉢,cuenco
鉢,"choque de cabezas"
発,abrir
発,exponer
発,suceder
髪,pelo
髪,cabello
伐,talar
伐,cortar
伐,atacar
伐,golpear
罰,pena
罰,castigo
抜,omitir
抜,echar
抜,extraer
抜,tirar
抜,quitar
抜,sacar
閥,pandilla
閥,camarilla
閥,facción
閥,clan
閥,banda
鳩,paloma
噺,charla
噺,conversación
蛤,almeja
隼,halcón
伴,seguidor
伴,acompañante
伴,seguir
伴,acompañar
判,diferenciar
判,distinguir
判,juzgar
判,sello
判,marca
判,señal
判,"sufijo para tamaño (papel)"
半,mitad
半,medio
半,incompleto
半,semi-
半,semi
半,"a medias"
半,"en parte"
反,anti-
反,opuesto
反,devolver
反,reflejar
反,curvarse
帆,"vela de barco"
搬,llevar
搬,transportar
斑,mancha
斑,mota
斑,manchado
斑,moteado
斑,abigarrado
斑,multicolor
板,tabla
板,tablero
板,placa
氾,desbordarse
氾,extenderse
版,edición
版,impresión
犯,crimen
犯,delito
犯,ofensa
犯,cometer
犯,"perpetrar un delito"
犯,violar
班,grupo
班,unidad
班,"contador de grupos"
畔,"terraplén entre campos de arroz"
畔,orilla
繁,exuberante
繁,próspero
繁,sobrecrecido
繁,complejo
繁,problemático
繁,confuso
般,generalmente
般,similar
般,tiempo
藩,"clan feudal japonés de la era Edo"
販,vender
販,comerciar
販,"tratar con"
範,patrón
範,ejemplo
範,modelo
範,conclusión
範,final
煩,problema
煩,pega
煩,preocupación
煩,ansiedad
煩,molestia
煩,enfermedad
煩,preocuparse
煩,"sufrir de"
煩,molestar
煩,enfadar
煩,"causar problemas"
頒,dividir
頒,distribuir
飯,comida
飯,"arroz cocido"
晩,tarde
晩,noche
晩,anochecer
番,turno
番,orden
番,observar
番,guardar
番,proteger
盤,"plato grande"
盤,bandeja
盤,tablero
磐,roca
磐,peñasco
蛮,bárbaro
蛮,extranjero
蛮,violento
卑,humilde
卑,vulgar
卑,vil
卑,despreciable
卑,despreciar
卑,desdeñar
否,negativa
否,rechazo
妃,reina
妃,princesa
妃,emperatriz
彼,eso
彼,aquello
彼,"otra persona"
悲,tristeza
悲,compasión
悲,triste
悲,"estar triste"
扉,"puerta principal"
扉,"puerta corredera"
批,criticar
批,golpear
披,abrir
披,exponer
斐,bello
斐,estampado
比,comparación
比,proporción
比,relación
比,Filipinas
比,comparar
泌,rezumar
泌,secretar
疲,cansancio
疲,fatiga
疲,cansar
疲,fatigar
疲,cansarse
疲,fatigarse
皮,pellejo
皮,piel
皮,cuero
皮,pelaje
碑,"lápida sepulcral"
碑,mausoleo
秘,secreto
秘,misterio
秘,"mala evacuación"
秘,esconder
秘,"mantener en secreto"
緋,escarlata
罷,abandonar
罷,retirarse
罷,parar
罷,dejar
肥,engordar
肥,fertilizar
肥,abonar
肥,abono
肥,fertilizante
肥,enriquecer
被,"sufrir perdidas"
被,recibir
被,cargarse
費,gasto
費,coste
費,gastar
避,evadir
避,evitar
避,esquivar
避,eludir
避,rehuir
非,negativo
非,equivocado
非,culpar
非,agravar
非,in-
飛,volar
飛,omitir
備,equipar
備,aprovisionar
備,preparación
備,preparativo
備,proveer
備,preparar
備,"estar dotado de"
備,"estar surtido"
尾,cola
尾,final
尾,"parte trasera"
尾,"contador de peces"
微,insignificante
微,diminuto
微,pequeño
微,secreto
琵,laúd
眉,ceja
眉,"forma de la cabeza"
美,belleza
美,bello
鼻,nariz
鼻,hocico
柊,acebo
匹,"una persona"
匹,confrontar
匹,equilibrar
匹,"contador de animales"
匹,"contador de largo de telas"
彦,"hombre bello"
彦,muchacho
膝,rodilla
菱,"castaño de agua"
菱,rombo
菱,diamante
必,"sin falta"
必,necesariamente
必,inevitable
必,ciertamente
筆,pincel
筆,escritura
筆,"pincel de escritura"
姫,princesa
媛,"mujer bella"
媛,princesa
百,cien
百,muchos
俵,fardo
俵,saco
俵,"contador de fardos"
俵,"saco de paja"
彪,manchado
彪,moteado
彪,"con diseño"
彪,"tigre pequeño"
標,marca
標,signo
標,modelo
氷,hielo
氷,congelado
漂,divagar
漂,"ir a la deriva"
漂,flotar
票,voto
票,etiqueta
票,"contador de papeletas"
表,superficie
表,tabla
表,diagrama
表,expresar
表,mostrar
評,criticar
評,crítica
評,comentario
廟,mausoleo
廟,santuario
廟,palacio
描,esbozo
描,dibujo
描,composición
描,descripción
描,esbozar
描,dibujar
描,componer
描,describir
病,enfermedad
病,"caer enfermo"
秒,"segundo (unidad de tiempo)"
苗,siembra
苗,plantón
苗,retoño
苗,vástago
品,producto
品,artículo
品,bienes
彬,refinado
彬,suave
浜,litoral
浜,playa
浜,"zona costera"
浜,"abreviatura de Yokohama"
貧,pobreza
貧,pobre
貧,escaso
賓,"invitado importante"
賓,"cliente importante"
頻,repetidamente
頻,frecuentemente
敏,ingenioso
敏,inteligente
敏,ágil
瓶,botella
瓶,frasco
瓶,jarra
瓶,urna
瓶,tarro
不,"prefijo negativo: in-"
不,des-
付,adherir
付,pegar
付,adjuntar
付,unir
付,atar
夫,marido
夫,hombre
夫,esposo
婦,señora
婦,mujer
婦,esposa
富,riqueza
富,fortuna
富,"ser rico"
富,"hacerse rico"
布,paño
布,tela
布,difusión
府,municipio
府,"prefectura urbana"
怖,temor
怖,miedo
怖,"estar asustado"
扶,ayuda
扶,socorro
扶,asistencia
敷,extender
敷,"tender una vía"
敷,pavimentar
普,universal
普,amplio
普,general
普,Prusia
浮,flotar
浮,"venir a la memoria"
浮,"salir a la superficie"
父,padre
符,señal
符,signo
符,talismán
腐,putrefacción
腐,descomposición
腐,agrio
腐,pudrirse
腐,descomponerse
腐,corromperse
腐,agriarse
膚,piel
膚,cutis
膚,textura
芙,loto
譜,registro
譜,música
譜,nota
負,llevar
負,"tomar a su cargo"
負,deber
負,"ser derrotado"
負,"llevarse la victoria"
賦,arancel
賦,tributo
賦,asignación
赴,apresurarse
赴,proceder
赴,"llegar a ser"
赴,"convertirse en"
阜,colina
阜,montículo
阜,grande
阜,próspero
阜,abundante
阜,"radical ß izquierdo"
附,pegar
附,adjuntar
附,anexar
附,adherir
侮,desprecio
侮,menosprecio
侮,despreciar
侮,menospreciar
撫,caricia
撫,roce
撫,consuelo
撫,acariciar
撫,rozar
撫,consolar
撫,calmar
武,guerrero
武,armas
武,valor
舞,danza
舞,baile
舞,revoloteo
舞,bailar
舞,revolotear
葡,uva
葡,Portugal
蕪,tempestuoso
蕪,desordenado
蕪,alborotado
蕪,confuso
蕪,nabo
蕪,"estar tempestuoso"
蕪,"perder el temperamento"
蕪,"estar desordenado"
蕪,"estar confuso"
部,sección
部,departamento
部,parte
部,copia
封,sello
封,feudo
封,prevenir
封,sellar
封,cerrar
楓,arce
風,viento
風,aire
風,hábito
風,estilo
風,conducta
蕗,"petasites (planta)"
伏,"al revés"
伏,cubierto
伏,oculto
伏,obedecer
伏,"dar la vuelta"
伏,"poner al revés"
伏,cubrir
伏,ocultar
伏,agacharse
伏,doblarse
副,vice-
副,duplicado
副,copia
復,volver
復,regresar
復,repetir
復,"tomar represalias"
幅,anchura
幅,rollo
幅,pergamino
幅,"contador de rollos"
服,ropa
服,admitir
服,obedecer
福,fortuna
福,suerte
福,dicha
腹,barriga
腹,estómago
複,repetir
複,duplicar
複,doble
複,compuesto
複,múltiple
覆,volcar
覆,tumbar
覆,volver
覆,cubrir
淵,abismo
淵,"profundidades (mar"
淵,río)
払,pagar
払,saldar
払,liquidar
払,tributar
沸,hervir
沸,cocer
仏,Buda
仏,Francia
仏,muerto
仏,difunto
物,cosa
物,objeto
物,materia
鮒,"carpa (pez)"
分,parte
分,segmento
分,minuto
分,dividir
分,separar
噴,emisión
噴,erupción
噴,chorro
噴,emitir
噴,"hacer erupción"
噴,expeler
墳,tumba
墳,mausoleo
墳,montículo
憤,resentimiento
憤,rabia
憤,cólera
憤,ira
憤,encolerizarse
憤,"montar en cólera"
奮,agitado
奮,entusiasmado
奮,exaltado
奮,excitado
奮,"mostrar habilidad"
奮,"ejercer poder"
粉,harina
粉,polvo
糞,heces
糞,excremento
糞,mierda
紛,revuelto
紛,difuminado
紛,confuso
紛,ambiguo
紛,desviar
紛,confundir
紛,"estar confuso"
雰,niebla
雰,atmósfera
雰,sensación
文,letras
文,literatura
聞,preguntar
聞,escuchar
聞,rumor
聞,reputación
聞,oír
丙,"tercera clase"
丙,"tercer grado"
丙,tercero
併,combinación
併,unión
併,amalgama
併,combinar
併,unir
併,amalgamar
兵,soldado
兵,marinero
兵,tropa
塀,cerca
塀,muro
塀,valla
塀,empalizada
幣,riqueza
幣,ofrenda
幣,"dinero en efectivo"
平,llanura
平,liso
平,llano
平,plano
平,sencillo
弊,desgastarse
弊,agotarse
弊,cansarse
弊,abuso
弊,vicio
弊,"nuestro [humilde]"
柄,asa
柄,agarradera
柄,diseño
柄,patrón
柄,dibujo
柄,figura
並,alinear
並,corriente
並,normal
並,ordinario
並,alinearse
並,"estar alineado"
閉,cerrar
閉,finalizar
閉,"dejar de hacer"
閉,guardar
陛,alteza
陛,emperador
陛,emperatriz
陛,"escalera de palacio"
米,arroz
米,América
米,"arroz (crudo)"
頁,cabeza
頁,nuca
頁,página
頁,"contador de páginas"
壁,muro
壁,pared
癖,costumbre
癖,hábito
癖,debilidad
癖,vicio
癖,manía
碧,azul
碧,verde
別,separar
別,aparte
別,distinto
別,dividirse
偏,parcial
偏,lateral
偏,"parte izquierda del kanji"
偏,"ser parcial"
変,inusual
変,extraño
変,cambio
変,cambiar
変,alterar
変,modificar
片,"una parte de un total de dos"
片,trozo
片,incompleto
片,pedazo
片,imperfecto
篇,capítulo
篇,volumen
篇,edición
篇,recopilación
篇,"contador de poemas"
編,ensamblar
編,tejer
編,editar
編,compilar
辺,alrededores
辺,límites
辺,vecindad
返,regresar
返,devolver
遍,amplio
遍,general
遍,universal
遍,"contador de vueltas/veces"
便,conveniencia
便,excremento
便,noticias
便,correspondencia
便,carta
勉,esforzarse
勉,ejercitarse
弁,discurso
弁,dialecto
弁,distinguir
弁,identificar
弁,reembolsar
弁,pétalo
保,garantizar
保,mantener
保,preservar
保,proteger
保,apoyar
舗,tienda
舗,almacén
舗,pavimentar
圃,campo
圃,plantación
捕,atrapar
捕,capturar
捕,coger
捕,"ser atrapado"
捕,"ser capturado"
歩,camino
歩,caminar
歩,razón
歩,proporción
歩,"ir a pie"
甫,principio
甫,"primera vez"
甫,grande
補,suplir
補,resarcir
補,compensar
輔,ayudar
穂,espiga
穂,"cresta (ola)"
募,reclutar
募,requerir
募,recolectar
墓,tumba
慕,añoranza
慕,deseo
慕,anhelo
慕,añorar
慕,desear
慕,anhelar
暮,anochecer
暮,vivir
暮,finalizar
暮,obscurecerse
暮,acabar
母,madre
母,base
母,cimientos
簿,"libro de registro"
簿,"cuaderno de notas"
菩,"sonido 'bo' en sánscrito"
倣,emulación
倣,imitación
倣,emular
倣,imitar
俸,remuneración
俸,salario
俸,paga
包,envolver
包,empaquetar
包,cubrir
呆,perplejidad
呆,conmoción
呆,"estar perplejo"
呆,"estar conmocionado"
報,informar
報,recompensar
報,responder
報,compensar
報,reembolsar
奉,ofrenda
奉,servicial
奉,ofrecer
奉,reverenciar
奉,obedecer
宝,tesoro
宝,"bienes de valor"
峰,apogeo
峰,cumbre
峰,cima
峰,pico
峰,"filo (espada)"
峯,apogeo
峯,cumbre
峯,cima
峯,pico
峯,"filo (espada)"
崩,desmoronamiento
崩,derrumbe
崩,destruir
崩,desmoronar
崩,desmoronarse
崩,desmenuzarse
崩,derrumbarse
抱,abrazo
抱,"sostener en los brazos"
抱,abrazar
放,"dejar libre"
放,soltar
放,liberar
放,emitir
放,separarse
放,abandonar
方,dirección
方,lado
方,cuadrado
方,método
方,manera
方,persona
方,"forma de hacer"
朋,compañero
朋,amigo
法,método
法,ley
法,doctrina
泡,burbuja
泡,espuma
砲,cañón
砲,pistola
縫,cosido
縫,zurcido
縫,bordado
縫,coser
縫,zurcir
縫,bordar
胞,"estómago de la mujer"
胞,placenta
胞,vaina
芳,perfume
芳,bálsamo
芳,aroma
芳,"prefijo de respeto"
芳,frangante
芳,aromático
芳,perfumado
萌,brote
萌,capullo
萌,malta
萌,"mostrar síntomas de"
蜂,avispa
蜂,abeja
蜂,avispón
褒,alabanza
褒,elogio
褒,alabar
褒,elogiar
訪,visitar
訪,"hacer una visita"
豊,abundante
豊,excelente
豊,rico
豊,abundancia
邦,"país natal"
邦,país
邦,tierra
飽,cansancio
飽,aburrimiento
飽,saciedad
飽,aburrir
飽,cansar
飽,"cansarse de"
飽,aburrirse
飽,saciarse
鳳,"pájaro mítico"
鵬,fénix
乏,escaso
乏,limitado
乏,pobre
乏,insuficiente
亡,desaparecer
亡,perecer
亡,difunto
亡,huir
亡,escapar
傍,vecindad
傍,cercanía
剖,dividir
剖,distinguir
坊,chico
坊,muchacho
坊,sacerdote
妨,molestia
妨,estorbo
妨,obstrucción
妨,molestar
妨,estorbar
妨,obstruir
帽,sombrero
帽,gorra
帽,tocado
忘,olvidar
忘,"dejar atrás"
忙,atareado
忙,ocupado
房,racimo
房,manojo
房,casita
暴,violento
暴,salvaje
暴,exponer
暴,divulgar
暴,alborotar
暴,encolerizarse
暴,revelar
望,esperanza
望,deseo
望,aspiración
望,"mirar lejos"
望,popularidad
望,desear
望,esperar
某,"fulano de tal"
某,"cierta persona"
某,tal
棒,barra
棒,vara
棒,bastón
棒,palo
棒,"sin variación"
棒,invariable
冒,riesgo
冒,desafío
冒,afrenta
冒,comienzo
冒,desafiar
冒,atreverse
冒,atacar
紡,hilado
紡,hilar
肪,obeso
肪,grueso
肪,gordo
膨,hinchado
膨,inflado
膨,hincharse
膨,inflarse
膨,hinchar
膨,inflar
謀,plan
謀,estratagema
謀,conspiración
謀,planear
謀,idear
謀,conspirar
貿,comercio
貿,intercambio
防,defender
防,proteger
防,aguantar
防,prevenir
防,presa
防,banco
吠,ladrar
吠,rugir
吠,aullar
吠,etc.
頬,carrillo
頬,moflete
頬,mejilla
北,Norte
北,huir
北,perder
僕,"yo (varón)"
卜,adivinación
卜,vaticinio
卜,adivinar
卜,vaticinar
墨,tinta
墨,negro
墨,Méjico
撲,atizar
撲,golpear
撲,pegar
朴,sencillo
朴,simple
朴,honesto
朴,natural
牧,pastorear
牧,pastar
牧,pasto
睦,íntimo
睦,amistoso
勃,repentino
勃,inesperado
勃,súbito
勃,próspero
勃,aumento
没,hundirse
没,ocultarse
没,morir
没,perecer
没,perder
没,penetrar
没,rechazar
没,excluir
堀,zanja
堀,foso
堀,canal
幌,dosel
幌,toldo
幌,marquesina
幌,capota
奔,apresurarse
奔,correr
本,libro
本,origen
本,base
本,"contador de cosas alargadas"
翻,"expresar en otras palabras"
翻,modificar
翻,"cambiar de opinión"
翻,invertir
翻,girar
翻,voltear
凡,mediocre
凡,insignificante
盆,bandeja
盆,"fiesta de las linternas"
摩,roce
摩,fricción
摩,caricia
磨,pulido
磨,abrillantado
磨,pulir
磨,abrillantar
